text_id,n_words,n_vowels,oov_rate,schwa_v1_AH0,schwa_v2_AH0_IH0,schwa_v3_all_unstressed,schwa_v4_AH_any,cond_entropy,marg_entropy,ttr,mean_word_length,mean_sentence_length,msl_estimated,latinate_ratio,mean_syllables,fk_grade,meta_id,register,meta_source_path,source_path
written_1_journal_slate_49_ArticleIP_11736,1355,2127,0.0051660516605166054,0.2524682651622003,0.3765867418899859,0.4207804419370005,0.307945463093559,2.956536433151655,3.0829284113375808,0.3985239852398524,5.1129151291512915,15.941176470588236,False,0.06051660516605166,1.6678966789667897,10.308239635337532,written_1_journal_slate_49_ArticleIP_11736,journal,written_1/journal/slate/49/ArticleIP_11736.txt,oanc_texts/written_1_journal_slate_49_ArticleIP_11736.txt
spoken_telephone_switchboard_24_sw2433-ms98-a-trans,2172,2573,0.0009208103130755065,0.1379712397979013,0.1881072677808006,0.2300816167897396,0.21881072677808006,3.2894337897386747,3.3807228778132767,0.2223756906077348,3.715009208103131,2172.0,False,0.01841620626151013,1.2384898710865562,846.1041804788214,spoken_telephone_switchboard_24_sw2433-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/24/sw2433-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_24_sw2433-ms98-a-trans.txt
written_2_travel_guides_berlitz2_Bali-History,2562,3812,0.03708040593286495,0.270199370409234,0.3530954879328437,0.43756558237145854,0.33840503672612804,2.99218236339642,3.0789887297848404,0.4012490241998439,4.966042154566745,22.672566371681416,False,0.05269320843091335,1.6791569086651055,13.066352407203997,written_2_travel_guides_berlitz2_Bali-History,travel,written_2/travel_guides/berlitz2/Bali-History.txt,oanc_texts/written_2_travel_guides_berlitz2_Bali-History.txt
spoken_telephone_switchboard_43_sw4381-ms98-a-trans,1023,1288,0.0039100684261974585,0.17468944099378883,0.22437888198757763,0.2748447204968944,0.265527950310559,3.1476236904274986,3.2826869224677715,0.31085043988269795,4.0899315738025415,1023.0,False,0.03225806451612903,1.3313782991202345,399.0902639296188,spoken_telephone_switchboard_43_sw4381-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/43/sw4381-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_43_sw4381-ms98-a-trans.txt
spoken_telephone_switchboard_22_sw2273-ms98-a-trans,2330,2691,0.0,0.14418431809736157,0.19286510590858416,0.22073578595317725,0.2426607209215905,3.194755247914471,3.3212238723296026,0.19957081545064378,3.613304721030043,2330.0,False,0.00944206008583691,1.2042918454935623,907.320643776824,spoken_telephone_switchboard_22_sw2273-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/22/sw2273-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_22_sw2273-ms98-a-trans.txt
written_2_technical_biomed_1468-6708-3-3,1942,3375,0.05252317198764161,0.26637037037037037,0.36385185185185187,0.4613333333333333,0.31466666666666665,2.9356215472312104,3.0775144696134067,0.28733264675592174,5.7528321318228635,27.35211267605634,False,0.1266735324407827,2.022142121524202,18.938600977647557,written_2_technical_biomed_1468-6708-3-3,technical,written_2/technical/biomed/1468-6708-3-3.txt,oanc_texts/written_2_technical_biomed_1468-6708-3-3.txt
written_2_technical_plos_journal.pbio.0020146,2553,3974,0.02937720329024677,0.2700050327126321,0.35581278309008557,0.43885254151987924,0.3334172118772018,2.9632176747801875,3.0669727640473674,0.31061496278887585,5.245985115550333,21.82051282051282,False,0.10066588327457893,1.7857422640031335,13.99175871523698,written_2_technical_plos_journal.pbio.0020146,technical,written_2/technical/plos/journal.pbio.0020146.txt,oanc_texts/written_2_technical_plos_journal.pbio.0020146.txt
written_2_technical_biomed_1471-2229-1-2,3213,4609,0.11484593837535013,0.2840095465393795,0.3846821436320243,0.45454545454545453,0.3436754176610978,2.9044118176946037,3.0080433029358096,0.23965141612200436,4.916588857765328,24.906976744186046,False,0.0700280112044818,1.7111733582321818,14.315566557372303,written_2_technical_biomed_1471-2229-1-2,technical,written_2/technical/biomed/1471-2229-1-2.txt,oanc_texts/written_2_technical_biomed_1471-2229-1-2.txt
written_2_technical_biomed_1471-2121-3-22,3422,4824,0.13179427235534774,0.24771973466003316,0.36256218905472637,0.4324212271973466,0.30016583747927034,2.990543068502834,3.062993571565518,0.2796610169491525,5.5949736995908825,14.878260869565217,False,0.08182349503214495,1.9275277615429574,12.957349325337333,written_2_technical_biomed_1471-2121-3-22,technical,written_2/technical/biomed/1471-2121-3-22.txt,oanc_texts/written_2_technical_biomed_1471-2121-3-22.txt
written_1_journal_slate_54_ArticleIP_66966,1280,1908,0.00078125,0.22536687631027252,0.3050314465408805,0.3778825995807128,0.28459119496855345,3.082298907377357,3.236113143477827,0.36796875,4.85703125,17.2972972972973,False,0.05625,1.57421875,9.731727195945947,written_1_journal_slate_54_ArticleIP_66966,journal,written_1/journal/slate/54/ArticleIP_66966.txt,oanc_texts/written_1_journal_slate_54_ArticleIP_66966.txt
spoken_telephone_switchboard_41_sw4163-ms98-a-trans,1095,1319,0.0,0.1288855193328279,0.177407126611069,0.24260803639120546,0.23730098559514784,3.1248102878478825,3.2836845402529575,0.25205479452054796,3.643835616438356,1095.0,False,0.010958904109589041,1.2401826484018266,426.0941552511416,spoken_telephone_switchboard_41_sw4163-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/41/sw4163-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_41_sw4163-ms98-a-trans.txt
written_1_journal_slate_53_ArticleIP_56060,1070,1645,0.013084112149532711,0.270516717325228,0.35927051671732524,0.4310030395136778,0.3252279635258359,2.963572427130836,3.0736620882238808,0.48878504672897194,4.849532710280374,24.88372093023256,False,0.0616822429906542,1.6345794392523365,13.402688545968271,written_1_journal_slate_53_ArticleIP_56060,journal,written_1/journal/slate/53/ArticleIP_56060.txt,oanc_texts/written_1_journal_slate_53_ArticleIP_56060.txt
written_1_journal_slate_51_ArticleIP_31240,1093,1709,0.01646843549862763,0.2574605032182563,0.3446459918080749,0.42071386775892333,0.323581041544763,3.025619034821163,3.128897093165466,0.5608417200365965,5.080512351326624,16.560606060606062,False,0.06953339432753888,1.706312900274474,11.00312858687516,written_1_journal_slate_51_ArticleIP_31240,journal,written_1/journal/slate/51/ArticleIP_31240.txt,oanc_texts/written_1_journal_slate_51_ArticleIP_31240.txt
written_1_journal_slate_36_ArticleIP_2459,1131,1695,0.009725906277630416,0.22890855457227138,0.3215339233038348,0.376401179941003,0.2814159292035398,3.047617579313263,3.178032939833048,0.4482758620689655,4.936339522546419,19.842105263157894,False,0.04951370468611848,1.6259946949602122,11.335158453162084,written_1_journal_slate_36_ArticleIP_2459,journal,written_1/journal/slate/36/ArticleIP_2459.txt,oanc_texts/written_1_journal_slate_36_ArticleIP_2459.txt
written_2_travel_guides_berlitz1_IntroMalaysia,1170,1738,0.028205128205128206,0.31070195627157654,0.3739930955120829,0.4344073647871116,0.3814729574223245,2.9338388992847606,3.032133041675234,0.47863247863247865,4.966666666666667,24.375,False,0.0547008547008547,1.6683760683760684,13.603087606837608,written_2_travel_guides_berlitz1_IntroMalaysia,travel,written_2/travel_guides/berlitz1/IntroMalaysia.txt,oanc_texts/written_2_travel_guides_berlitz1_IntroMalaysia.txt
written_1_journal_slate_45_ArticleIP_3524,1177,1669,0.021240441801189464,0.21390053924505692,0.310964649490713,0.38885560215698023,0.2798082684242061,3.008030794094583,3.139308358856339,0.4239592183517417,4.5259133389974515,30.973684210526315,False,0.041631265930331354,1.5412064570943076,14.675973035818092,written_1_journal_slate_45_ArticleIP_3524,journal,written_1/journal/slate/45/ArticleIP_3524.txt,oanc_texts/written_1_journal_slate_45_ArticleIP_3524.txt
spoken_telephone_switchboard_24_sw2401-ms98-a-trans,1001,1247,0.0,0.19486768243785085,0.23416198877305533,0.27987169206094625,0.27987169206094625,3.1301283188643954,3.2850086864084904,0.2977022977022977,3.7262737262737264,1001.0,False,0.016983016983016984,1.2897102897102897,390.01858141858145,spoken_telephone_switchboard_24_sw2401-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/24/sw2401-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_24_sw2401-ms98-a-trans.txt
spoken_telephone_switchboard_33_sw3330-ms98-a-trans,1012,1209,0.001976284584980237,0.15798180314309346,0.21505376344086022,0.26054590570719605,0.2679900744416873,3.1234962616462822,3.3076423384623195,0.28952569169960474,3.7430830039525693,1012.0,False,0.022727272727272728,1.2381422924901186,393.70007905138345,spoken_telephone_switchboard_33_sw3330-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/33/sw3330-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_33_sw3330-ms98-a-trans.txt
written_1_journal_slate_53_ArticleIP_55682,1583,2153,0.028427037271004423,0.23641430562006502,0.3158383650719926,0.3752902926149559,0.29958197863446356,3.0686210737846715,3.168668981364155,0.4819962097283639,4.683512318382817,22.614285714285714,False,0.04295641187618446,1.5293746051800379,11.276191769695878,written_1_journal_slate_53_ArticleIP_55682,journal,written_1/journal/slate/53/ArticleIP_55682.txt,oanc_texts/written_1_journal_slate_53_ArticleIP_55682.txt
written_2_technical_plos_journal.pbio.0030062,2412,3812,0.05845771144278607,0.2780692549842602,0.3601783840503673,0.4323189926547744,0.3410283315844701,2.9721766243324623,3.071515360931911,0.3237976782752902,5.432006633499171,29.77777777777778,False,0.11401326699834162,1.8519900497512438,17.876815920398013,written_2_technical_plos_journal.pbio.0030062,technical,written_2/technical/plos/journal.pbio.0030062.txt,oanc_texts/written_2_technical_plos_journal.pbio.0030062.txt
spoken_telephone_switchboard_37_sw3785-ms98-a-trans,1109,1356,0.0,0.1592920353982301,0.22418879056047197,0.27728613569321536,0.2359882005899705,3.2031740093708367,3.3608503993340313,0.26871055004508565,3.8764652840396754,1109.0,False,0.016230838593327322,1.2696122633002704,431.9014247069432,spoken_telephone_switchboard_37_sw3785-ms98-a-trans,spoken_phone,spoken/telephone/switchboard/37/sw3785-ms98-a-trans.txt,oanc_texts/spoken_telephone_switchboard_37_sw3785-ms98-a-trans.txt
