text_id,n_words,n_vowels,schwa_v1_AH0,oov_g2p_filled,oov_still_missing,oov_fill_rate,register
spoken_telephone_switchboard_27_sw2723-ms98-a-trans,2163,2666,0.159039759939985,6,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2724-ms98-a-trans,1739,2106,0.12725546058879392,10,3,0.7692307692307693,spoken_phone
spoken_telephone_switchboard_27_sw2726-ms98-a-trans,2142,2495,0.14509018036072144,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_27_sw2727-ms98-a-trans,1928,2348,0.16226575809199317,3,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2728-ms98-a-trans,1651,1925,0.1522077922077922,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2729-ms98-a-trans,1829,2142,0.15826330532212884,0,2,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2730-ms98-a-trans,1513,1865,0.16943699731903486,1,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2731-ms98-a-trans,1958,2443,0.17969709373720835,3,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2732-ms98-a-trans,2253,2905,0.1855421686746988,0,4,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2733-ms98-a-trans,2281,2746,0.18062636562272397,17,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2734-ms98-a-trans,1769,2132,0.14915572232645402,2,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2735-ms98-a-trans,1838,2208,0.16077898550724637,1,1,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2736-ms98-a-trans,1940,2299,0.1848629839060461,1,1,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2737-ms98-a-trans,1763,2094,0.13896848137535817,1,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2738-ms98-a-trans,1659,2056,0.16391050583657588,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2739-ms98-a-trans,1526,1855,0.16819407008086254,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2740-ms98-a-trans,1222,1481,0.14922349763673193,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2741-ms98-a-trans,1112,1337,0.1705310396409873,6,1,0.8571428571428571,spoken_phone
spoken_telephone_switchboard_27_sw2742-ms98-a-trans,1424,1733,0.12521638776687824,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2746-ms98-a-trans,1844,2116,0.15170132325141777,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2747-ms98-a-trans,1850,2262,0.1808134394341291,1,4,0.2,spoken_phone
spoken_telephone_switchboard_27_sw2748-ms98-a-trans,1914,2274,0.1424802110817942,1,2,0.3333333333333333,spoken_phone
spoken_telephone_switchboard_27_sw2749-ms98-a-trans,1424,1793,0.1689905186837702,2,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2750-ms98-a-trans,1776,2177,0.15939366100137806,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2751-ms98-a-trans,1065,1317,0.15034168564920272,4,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2752-ms98-a-trans,2302,2873,0.15628263139575357,3,1,0.75,spoken_phone
spoken_telephone_switchboard_27_sw2755-ms98-a-trans,1390,1732,0.1628175519630485,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2756-ms98-a-trans,1917,2270,0.14273127753303966,0,4,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2757-ms98-a-trans,2336,2848,0.16467696629213482,1,1,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2758-ms98-a-trans,1731,2051,0.1477328132618235,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2759-ms98-a-trans,1276,1565,0.1623003194888179,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2760-ms98-a-trans,2209,2632,0.16299392097264437,6,2,0.75,spoken_phone
spoken_telephone_switchboard_27_sw2762-ms98-a-trans,1966,2461,0.17391304347826086,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_27_sw2763-ms98-a-trans,1988,2335,0.13062098501070663,1,1,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2764-ms98-a-trans,1762,2161,0.16335030078667284,3,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2765-ms98-a-trans,1342,1655,0.172809667673716,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2766-ms98-a-trans,1405,1695,0.1410029498525074,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2767-ms98-a-trans,1619,2018,0.166005946481665,2,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2768-ms98-a-trans,2032,2397,0.14226115978306217,1,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2769-ms98-a-trans,1780,2195,0.14533029612756265,20,4,0.8333333333333334,spoken_phone
spoken_telephone_switchboard_27_sw2771-ms98-a-trans,1961,2484,0.17954911433172302,0,2,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2772-ms98-a-trans,1955,2392,0.1697324414715719,2,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2773-ms98-a-trans,1759,2158,0.1464318813716404,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2775-ms98-a-trans,1956,2351,0.13738834538494257,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_27_sw2776-ms98-a-trans,1720,2128,0.16024436090225563,3,3,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2777-ms98-a-trans,1840,2221,0.16479063484916703,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2778-ms98-a-trans,1621,2113,0.17179365830572646,1,3,0.25,spoken_phone
spoken_telephone_switchboard_27_sw2779-ms98-a-trans,1570,2014,0.17974180734856007,4,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2780-ms98-a-trans,1900,2423,0.1873710276516715,5,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2781-ms98-a-trans,1902,2299,0.16572422792518487,2,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2782-ms98-a-trans,1483,1766,0.1364665911664779,0,0,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2783-ms98-a-trans,1725,2157,0.16968011126564672,4,3,0.5714285714285714,spoken_phone
spoken_telephone_switchboard_27_sw2784-ms98-a-trans,1986,2489,0.17396544797107272,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_27_sw2785-ms98-a-trans,1522,1897,0.16710595677385345,0,2,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2786-ms98-a-trans,2144,2607,0.15381664748753357,5,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2787-ms98-a-trans,1751,2119,0.14959886739027844,1,3,0.25,spoken_phone
spoken_telephone_switchboard_27_sw2788-ms98-a-trans,2249,2623,0.12276019824628288,1,1,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2789-ms98-a-trans,1805,2115,0.12671394799054372,1,3,0.25,spoken_phone
spoken_telephone_switchboard_27_sw2790-ms98-a-trans,1405,1709,0.1673493270918666,1,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2791-ms98-a-trans,2163,2677,0.15988046320508031,4,1,0.8,spoken_phone
spoken_telephone_switchboard_27_sw2792-ms98-a-trans,1959,2303,0.12418584455058619,1,1,0.5,spoken_phone
spoken_telephone_switchboard_27_sw2793-ms98-a-trans,1188,1520,0.15921052631578947,3,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2794-ms98-a-trans,1338,1714,0.17911318553092181,4,1,0.8,spoken_phone
spoken_telephone_switchboard_27_sw2795-ms98-a-trans,1511,1961,0.182559918408975,0,1,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2797-ms98-a-trans,1928,2372,0.1876053962900506,0,2,0.0,spoken_phone
spoken_telephone_switchboard_27_sw2798-ms98-a-trans,2597,3041,0.13646826701742848,1,0,1.0,spoken_phone
spoken_telephone_switchboard_27_sw2799-ms98-a-trans,1724,2090,0.13253588516746412,3,1,0.75,spoken_phone
spoken_telephone_switchboard_28_sw2800-ms98-a-trans,1142,1374,0.1339155749636099,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2801-ms98-a-trans,2027,2474,0.17178658043654002,3,1,0.75,spoken_phone
spoken_telephone_switchboard_28_sw2802-ms98-a-trans,2131,2606,0.17920184190330007,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2803-ms98-a-trans,1937,2304,0.1480034722222222,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2804-ms98-a-trans,1555,1811,0.14577581446714521,1,2,0.3333333333333333,spoken_phone
spoken_telephone_switchboard_28_sw2805-ms98-a-trans,1343,1557,0.14836223506743737,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_28_sw2806-ms98-a-trans,2147,2488,0.15594855305466238,0,4,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2808-ms98-a-trans,1340,1572,0.1475826972010178,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2809-ms98-a-trans,1231,1571,0.17441120305537874,3,4,0.42857142857142855,spoken_phone
spoken_telephone_switchboard_28_sw2810-ms98-a-trans,1407,1766,0.1579841449603624,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2811-ms98-a-trans,2473,2981,0.1509560550150956,3,2,0.6,spoken_phone
spoken_telephone_switchboard_28_sw2812-ms98-a-trans,2416,2974,0.14055144586415602,3,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2813-ms98-a-trans,1655,1998,0.13263263263263264,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2814-ms98-a-trans,2095,2478,0.14164648910411623,0,4,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2815-ms98-a-trans,1897,2234,0.13294538943598927,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2817-ms98-a-trans,1765,2221,0.1764970733903647,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2818-ms98-a-trans,1811,2156,0.15584415584415584,0,2,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2819-ms98-a-trans,1206,1392,0.1235632183908046,1,1,0.5,spoken_phone
spoken_telephone_switchboard_28_sw2820-ms98-a-trans,1736,2053,0.12615684364344862,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_28_sw2821-ms98-a-trans,2039,2466,0.13098134630981345,3,1,0.75,spoken_phone
spoken_telephone_switchboard_28_sw2822-ms98-a-trans,1810,2193,0.15321477428180574,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2823-ms98-a-trans,2056,2481,0.1430874647319629,3,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2824-ms98-a-trans,1241,1568,0.1868622448979592,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2825-ms98-a-trans,1936,2266,0.15798764342453664,7,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2826-ms98-a-trans,1716,2042,0.16062683643486778,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2827-ms98-a-trans,1764,2106,0.14245014245014245,0,4,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2828-ms98-a-trans,1544,1985,0.19949622166246853,2,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2829-ms98-a-trans,1923,2306,0.14050303555941024,1,1,0.5,spoken_phone
spoken_telephone_switchboard_28_sw2831-ms98-a-trans,2335,2915,0.16672384219554032,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2832-ms98-a-trans,2071,2433,0.14344430743937525,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2833-ms98-a-trans,1119,1399,0.16440314510364545,5,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2834-ms98-a-trans,1932,2238,0.16309204647006256,2,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2835-ms98-a-trans,1546,1994,0.19107321965897692,8,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2836-ms98-a-trans,1883,2366,0.1813186813186813,9,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2837-ms98-a-trans,1955,2317,0.1320673284419508,4,1,0.8,spoken_phone
spoken_telephone_switchboard_28_sw2838-ms98-a-trans,1458,1743,0.18014916810097534,5,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2839-ms98-a-trans,2170,2574,0.13675213675213677,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2840-ms98-a-trans,1691,2135,0.20889929742388758,2,2,0.5,spoken_phone
spoken_telephone_switchboard_28_sw2841-ms98-a-trans,2163,2590,0.13397683397683396,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2843-ms98-a-trans,1497,1774,0.13416009019165728,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2844-ms98-a-trans,1485,1720,0.13837209302325582,3,1,0.75,spoken_phone
spoken_telephone_switchboard_28_sw2845-ms98-a-trans,1344,1694,0.18004722550177096,3,2,0.6,spoken_phone
spoken_telephone_switchboard_28_sw2846-ms98-a-trans,1532,1938,0.18472652218782248,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2847-ms98-a-trans,1997,2529,0.17991300909450375,10,3,0.7692307692307693,spoken_phone
spoken_telephone_switchboard_28_sw2848-ms98-a-trans,1634,1948,0.15451745379876797,9,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2851-ms98-a-trans,1367,1638,0.1452991452991453,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2852-ms98-a-trans,2261,2666,0.1342835708927232,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2853-ms98-a-trans,1936,2347,0.14103110353642948,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2854-ms98-a-trans,2261,2766,0.14931308749096167,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2855-ms98-a-trans,2562,3020,0.12086092715231789,2,2,0.5,spoken_phone
spoken_telephone_switchboard_28_sw2858-ms98-a-trans,1385,1614,0.13444857496902107,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2859-ms98-a-trans,2129,2542,0.13414634146341464,3,2,0.6,spoken_phone
spoken_telephone_switchboard_28_sw2860-ms98-a-trans,2059,2450,0.17142857142857143,2,3,0.4,spoken_phone
spoken_telephone_switchboard_28_sw2861-ms98-a-trans,2161,2580,0.14883720930232558,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2862-ms98-a-trans,1630,1938,0.15892672858617132,6,4,0.6,spoken_phone
spoken_telephone_switchboard_28_sw2863-ms98-a-trans,2207,2569,0.11989100817438691,3,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2864-ms98-a-trans,1325,1547,0.11893988364576599,5,1,0.8333333333333334,spoken_phone
spoken_telephone_switchboard_28_sw2865-ms98-a-trans,1470,1846,0.19934994582881907,6,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2866-ms98-a-trans,1775,2212,0.16410488245931285,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2867-ms98-a-trans,2304,2767,0.15793277918323093,7,1,0.875,spoken_phone
spoken_telephone_switchboard_28_sw2868-ms98-a-trans,1699,2093,0.1634018155757286,1,1,0.5,spoken_phone
spoken_telephone_switchboard_28_sw2869-ms98-a-trans,2371,2922,0.16529774127310062,3,4,0.42857142857142855,spoken_phone
spoken_telephone_switchboard_28_sw2870-ms98-a-trans,1940,2416,0.13493377483443708,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2871-ms98-a-trans,1995,2370,0.11687763713080168,6,2,0.75,spoken_phone
spoken_telephone_switchboard_28_sw2872-ms98-a-trans,1766,2230,0.16502242152466368,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2873-ms98-a-trans,1671,1944,0.12757201646090535,3,4,0.42857142857142855,spoken_phone
spoken_telephone_switchboard_28_sw2874-ms98-a-trans,1422,1599,0.13633520950594122,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2875-ms98-a-trans,2483,2944,0.14504076086956522,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2876-ms98-a-trans,1036,1325,0.1471698113207547,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2877-ms98-a-trans,1645,1911,0.14652014652014653,0,0,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2878-ms98-a-trans,1838,2335,0.17901498929336188,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2879-ms98-a-trans,2068,2578,0.16873545384018618,1,3,0.25,spoken_phone
spoken_telephone_switchboard_28_sw2882-ms98-a-trans,1853,2238,0.14700625558534405,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2884-ms98-a-trans,2323,2783,0.11929572403880705,4,1,0.8,spoken_phone
spoken_telephone_switchboard_28_sw2885-ms98-a-trans,2132,2667,0.18072740907386578,2,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2886-ms98-a-trans,1064,1248,0.1594551282051282,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2888-ms98-a-trans,1648,2047,0.15046409379579873,3,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2890-ms98-a-trans,1181,1394,0.15136298421807748,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2891-ms98-a-trans,1793,2181,0.16047684548372307,0,4,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2892-ms98-a-trans,1534,1856,0.16594827586206898,1,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2893-ms98-a-trans,1884,2129,0.11413809300140912,0,1,0.0,spoken_phone
spoken_telephone_switchboard_28_sw2895-ms98-a-trans,1475,1804,0.1590909090909091,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_28_sw2896-ms98-a-trans,1598,1923,0.13364534581383256,3,1,0.75,spoken_phone
spoken_telephone_switchboard_28_sw2898-ms98-a-trans,2115,2542,0.14555468135326516,4,0,1.0,spoken_phone
spoken_telephone_switchboard_28_sw2899-ms98-a-trans,1133,1359,0.15378955114054452,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2909-ms98-a-trans,2020,2509,0.17576723794340374,1,1,0.5,spoken_phone
spoken_telephone_switchboard_29_sw2910-ms98-a-trans,1161,1388,0.164985590778098,0,1,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2911-ms98-a-trans,2140,2583,0.14556716995741387,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2912-ms98-a-trans,2200,2653,0.16057293629852998,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2913-ms98-a-trans,2067,2423,0.1271151465125877,6,1,0.8571428571428571,spoken_phone
spoken_telephone_switchboard_29_sw2914-ms98-a-trans,1874,2219,0.13835060838215413,2,7,0.2222222222222222,spoken_phone
spoken_telephone_switchboard_29_sw2916-ms98-a-trans,1932,2458,0.1712774613506916,1,3,0.25,spoken_phone
spoken_telephone_switchboard_29_sw2917-ms98-a-trans,1783,2165,0.14780600461893764,1,1,0.5,spoken_phone
spoken_telephone_switchboard_29_sw2918-ms98-a-trans,1787,2137,0.18343472157229762,6,1,0.8571428571428571,spoken_phone
spoken_telephone_switchboard_29_sw2919-ms98-a-trans,1392,1766,0.17893544733861835,1,1,0.5,spoken_phone
spoken_telephone_switchboard_29_sw2920-ms98-a-trans,1880,2308,0.17417677642980936,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2921-ms98-a-trans,2301,2739,0.14457831325301204,3,1,0.75,spoken_phone
spoken_telephone_switchboard_29_sw2922-ms98-a-trans,2464,2980,0.15201342281879196,1,4,0.2,spoken_phone
spoken_telephone_switchboard_29_sw2923-ms98-a-trans,1573,1897,0.13442277279915657,5,1,0.8333333333333334,spoken_phone
spoken_telephone_switchboard_29_sw2924-ms98-a-trans,2291,2771,0.13857813063875857,2,3,0.4,spoken_phone
spoken_telephone_switchboard_29_sw2925-ms98-a-trans,2295,2755,0.1600725952813067,0,1,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2926-ms98-a-trans,2205,2735,0.16087751371115175,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2928-ms98-a-trans,1699,2218,0.21055004508566275,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2929-ms98-a-trans,1430,1750,0.15771428571428572,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2930-ms98-a-trans,1111,1313,0.15841584158415842,4,2,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_29_sw2931-ms98-a-trans,1830,2082,0.13064361191162344,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2932-ms98-a-trans,1578,1889,0.16093170989941769,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2933-ms98-a-trans,1437,1803,0.15418746533555186,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_29_sw2934-ms98-a-trans,1486,1787,0.1689983212087297,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_29_sw2935-ms98-a-trans,1365,1612,0.14392059553349876,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2936-ms98-a-trans,2029,2487,0.16686771210293527,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2937-ms98-a-trans,1917,2417,0.16466694249069094,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2938-ms98-a-trans,2025,2483,0.15747080144985903,4,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2939-ms98-a-trans,1933,2244,0.16131907308377896,2,4,0.3333333333333333,spoken_phone
spoken_telephone_switchboard_29_sw2940-ms98-a-trans,1620,1918,0.12930135557872785,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_29_sw2941-ms98-a-trans,2251,2608,0.1276840490797546,5,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2942-ms98-a-trans,1891,2478,0.17675544794188863,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2943-ms98-a-trans,1860,2255,0.1556541019955654,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2944-ms98-a-trans,2283,2805,0.1661319073083779,1,1,0.5,spoken_phone
spoken_telephone_switchboard_29_sw2945-ms98-a-trans,1756,1999,0.12156078039019509,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2950-ms98-a-trans,1649,1950,0.14615384615384616,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2951-ms98-a-trans,1695,2006,0.13758723828514458,5,1,0.8333333333333334,spoken_phone
spoken_telephone_switchboard_29_sw2952-ms98-a-trans,1994,2282,0.11218229623137599,1,3,0.25,spoken_phone
spoken_telephone_switchboard_29_sw2953-ms98-a-trans,2043,2376,0.14393939393939395,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2954-ms98-a-trans,1893,2264,0.14090106007067138,1,2,0.3333333333333333,spoken_phone
spoken_telephone_switchboard_29_sw2955-ms98-a-trans,1256,1516,0.13390501319261214,3,1,0.75,spoken_phone
spoken_telephone_switchboard_29_sw2956-ms98-a-trans,2112,2777,0.1840115232265034,0,1,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2957-ms98-a-trans,1255,1519,0.16919025674786042,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2958-ms98-a-trans,1892,2265,0.15584988962472407,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2959-ms98-a-trans,1870,2278,0.1549604916593503,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2960-ms98-a-trans,1947,2274,0.14204045734388743,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2961-ms98-a-trans,2224,2562,0.13544106167056988,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2962-ms98-a-trans,1607,2006,0.18195413758723827,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2963-ms98-a-trans,1224,1429,0.11266620013995801,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2964-ms98-a-trans,1869,2280,0.17543859649122806,0,1,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2965-ms98-a-trans,1527,1785,0.1568627450980392,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_29_sw2966-ms98-a-trans,1917,2389,0.15027208036835496,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2967-ms98-a-trans,1561,1880,0.14840425531914894,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2968-ms98-a-trans,1871,2291,0.13487560017459624,0,1,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2969-ms98-a-trans,2057,2355,0.12356687898089172,2,7,0.2222222222222222,spoken_phone
spoken_telephone_switchboard_29_sw2970-ms98-a-trans,2589,3011,0.13749584855529726,2,1,0.6666666666666666,spoken_phone
spoken_telephone_switchboard_29_sw2973-ms98-a-trans,1313,1662,0.1654632972322503,5,1,0.8333333333333334,spoken_phone
spoken_telephone_switchboard_29_sw2978-ms98-a-trans,1447,1765,0.1501416430594901,3,1,0.75,spoken_phone
spoken_telephone_switchboard_29_sw2979-ms98-a-trans,1521,1836,0.16666666666666666,3,1,0.75,spoken_phone
spoken_telephone_switchboard_29_sw2980-ms98-a-trans,1194,1577,0.18896639188332276,3,5,0.375,spoken_phone
spoken_telephone_switchboard_29_sw2981-ms98-a-trans,1064,1337,0.17950635751682872,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2982-ms98-a-trans,1565,1955,0.1774936061381074,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2983-ms98-a-trans,1577,1906,0.14637985309548793,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2984-ms98-a-trans,1510,1678,0.1626936829558999,0,1,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2985-ms98-a-trans,1367,1684,0.17992874109263657,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2986-ms98-a-trans,1069,1288,0.17468944099378883,3,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2987-ms98-a-trans,1555,1861,0.1509940891993552,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2990-ms98-a-trans,1724,2054,0.14021421616358326,0,5,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2991-ms98-a-trans,1159,1447,0.16516931582584657,11,2,0.8461538461538461,spoken_phone
spoken_telephone_switchboard_29_sw2992-ms98-a-trans,1204,1440,0.1486111111111111,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2993-ms98-a-trans,1251,1553,0.17385705086928527,2,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2995-ms98-a-trans,1302,1576,0.141497461928934,5,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2996-ms98-a-trans,1421,1716,0.14801864801864803,1,0,1.0,spoken_phone
spoken_telephone_switchboard_29_sw2997-ms98-a-trans,1354,1722,0.17770034843205576,0,0,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2998-ms98-a-trans,1405,1840,0.19728260869565217,0,2,0.0,spoken_phone
spoken_telephone_switchboard_29_sw2999-ms98-a-trans,1887,2229,0.15298340062808435,0,0,0.0,spoken_phone
spoken_telephone_switchboard_30_sw3000-ms98-a-trans,1508,1814,0.16648291069459759,4,3,0.5714285714285714,spoken_phone
spoken_telephone_switchboard_30_sw3001-ms98-a-trans,1434,1706,0.14830011723329425,2,2,0.5,spoken_phone
spoken_telephone_switchboard_30_sw3002-ms98-a-trans,1233,1509,0.1656726308813784,1,1,0.5,spoken_phone
spoken_telephone_switchboard_30_sw3004-ms98-a-trans,1415,1652,0.137409200968523,0,3,0.0,spoken_phone
spoken_telephone_switchboard_30_sw3005-ms98-a-trans,1355,1672,0.1728468899521531,2,1,0.6666666666666666,spoken_phone
