text_id,n_words,n_vowels,oov_rate,schwa_v1_AH0,schwa_v2_AH0_IH0,schwa_v3_all_unstressed,schwa_v4_AH_any,cond_entropy,marg_entropy,ttr,mean_word_length,mean_sentence_length,msl_estimated,latinate_ratio,mean_syllables,fk_grade,meta_id,register,meta_title,meta_author,meta_subjects,source_path
PG4198,19733,23048,0.020980084123042617,0.19754425546685178,0.2553800763623742,0.29343110031239156,0.2713467545990975,3.2172046115301085,3.266454336554902,0.11604925758881063,3.953073531647494,20.0,True,0.01915572898190848,1.29057923275731,7.438834946536257,PG4198,history,Diary of Samuel Pepys — Volume 73: April/May 1669,"Pepys, Samuel","{'Great Britain -- History -- Charles II, 1660-1685 -- Sources', 'Pepys, Samuel, 1633-1703 -- Diaries', 'Cabinet officers -- Great Britain -- Diaries', 'Great Britain -- Social life and customs -- 17th century -- Sources', 'Diarists -- Great Britain -- Diaries'}",spgc_texts/PG4198.txt
PG52885,34790,46772,0.047398677780971545,0.2878217737107671,0.36887454032327033,0.4209783631232361,0.36742067903874115,2.963848304269742,3.000091978717367,0.16792181661396954,4.748778384593274,20.0,True,0.04297211842483472,1.5494394941075023,10.493386030468528,PG52885,travel,"Scenes in North Wales: With Historical Illustrations, Legends, and Biographical Notices","Wright, G. N. (George Newenham)","{'Wales, North -- Description and travel'}",spgc_texts/PG52885.txt
PG34871,13553,16543,0.04648417324577584,0.2002659735235447,0.2598077736807109,0.3093151181768724,0.27479900864413953,3.2501900636294763,3.2822602096145617,0.19752084409355863,4.215966944587914,20.0,True,0.029366191987013946,1.3996163211097175,8.725472589094668,PG34871,drama,The Englishman from Paris,"Murphy, Arthur",{'Drama'},spgc_texts/PG34871.txt
PG35623,35931,47998,0.02994628593693468,0.2507187799491645,0.3235968165340222,0.37878661610900455,0.32559689987082796,3.0838664088586105,3.1104759178875345,0.1567448721160001,4.566251982967354,20.0,True,0.0360413013832067,1.5097269767053518,10.024778325123155,PG35623,philosophy,"A Philosophical Dictionary, Volume 03",Voltaire,"{'Criticism (Philosophy)', 'Philosophy -- Dictionaries'}",spgc_texts/PG35623.txt
PG23856,37539,46813,0.023761954234263034,0.18689252985281865,0.26050456069895117,0.3199111357956123,0.2589665263922415,3.237713978908237,3.2782086978279175,0.12522976104850955,4.327819068169104,20.0,True,0.02245664508910733,1.4252111137750074,9.027491142545088,PG23856,fiction,The Heart of Arethusa,"Fox, Frances Barton",{'Young women -- Fiction'},spgc_texts/PG23856.txt
PG7925,38115,47799,0.015453233635051817,0.22033933764304692,0.29021527647021905,0.33178518379045585,0.30283060315069354,3.149970961835942,3.17578598466232,0.1215007215007215,4.247304210940575,20.0,True,0.041086186540732,1.3673881673881674,8.345180375180377,PG7925,religion,Expositions of Holy Scripture: Psalms,"Maclaren, Alexander",{'Bible. Psalms -- Commentaries'},spgc_texts/PG7925.txt
PG35288,37927,47213,0.012102196324518153,0.23915023404570776,0.30438650371719655,0.35024251795056444,0.3192552898566073,3.1751401856136225,3.198169217111668,0.13982123553141562,4.273314525272234,20.0,True,0.021884145859150474,1.358082632425449,8.2353750626203,PG35288,travel,Two Years in Oregon,"Nash, Wallis",{'Oregon -- Description and travel'},spgc_texts/PG35288.txt
PG8036,1642,1950,0.02679658952496955,0.23846153846153847,0.29333333333333333,0.33179487179487177,0.3164102564102564,3.074403292998744,3.1831586439185813,0.2911084043848965,4.112667478684531,20.0,True,0.020097442143727162,1.3045066991473813,7.603179049939101,PG8036,religion,"The Bible, King James version, Book 36: Zephaniah",Anonymous,{'Bible. Zephaniah'},spgc_texts/PG8036.txt
PG19311,39573,47252,0.008035781972557046,0.16780242106154236,0.2240751714213155,0.2751841191907221,0.24583086430204013,3.3327967115192023,3.371029855279843,0.09435726379096859,4.053976195891138,20.0,True,0.012483258787557173,1.299699289919895,7.546451621054761,PG19311,children,"The Outdoor Girls in Florida; Or, Wintering in the Sunny South","Hope, Laura Lee","{'Girls -- Societies and clubs -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Florida -- Juvenile fiction'}",spgc_texts/PG19311.txt
PG7460,13663,17387,0.0070994657103125225,0.2247081152585265,0.2889515155000863,0.34399263817794906,0.29516305285558175,3.1830546848554757,3.2211905648663515,0.168191466003074,4.265388274903023,20.0,True,0.026128961428675986,1.3705628339310547,8.382641440386447,PG7460,children,How Sammy Went to Coral-Land,"Atwater, Emily Paret","{'Marine animals -- Juvenile literature', 'Salmon -- Juvenile literature'}",spgc_texts/PG7460.txt
PG35725,39257,49004,0.006954173777924956,0.19029058852338585,0.24530650559138029,0.2922822626724349,0.2717329197616521,3.2607000195836857,3.3021968871342007,0.1023256998751815,4.0946582775046485,20.0,True,0.021270091958122118,1.345186845658099,8.083204778765573,PG35725,history,The Wound Dresser: A Series of Letters Written from the Hospitals in Washington during the War of the Rebellion,"Whitman, Walt","{'Whitman, Walt, 1819-1892 -- Correspondence', 'Poets, American -- 19th century -- Correspondence', 'United States -- History -- Civil War, 1861-1865 -- Hospitals', 'Whitman, Louisa Van Velsor, 1795-1873', 'Mothers -- Correspondence'}",spgc_texts/PG35725.txt
PG32169,31408,38315,0.015282730514518594,0.20200965679237898,0.2633172386793684,0.3119404932793945,0.2752707816781939,3.2545537185700137,3.290606482982405,0.14340295466123282,4.211251910341314,20.0,True,0.02107743250127356,1.3547185430463575,8.195678807947022,PG32169,fiction,Susanna and Sue,"Wiggin, Kate Douglas Smith","{'Families -- Fiction', 'Shakers -- Fiction'}",spgc_texts/PG32169.txt
PG39143,38854,47812,0.022545941215833632,0.18043587383920354,0.2440600686020246,0.30557182297331215,0.24671630552999246,3.316011724889098,3.359609832440133,0.11548360529160447,4.147500900808153,20.0,True,0.020384001647192052,1.3634632212899573,8.298866011221499,PG39143,history,The Making of a Saint,"Maugham, W. Somerset (William Somerset)","{'Middle Ages -- Fiction', 'Italy -- Fiction', 'Historical fiction'}",spgc_texts/PG39143.txt
PG41611,35337,47219,0.03670373829130939,0.2598530252652534,0.336538257904657,0.38863593045172495,0.3299307482157606,3.0840208357424963,3.1098346623534714,0.1903670373829131,4.659790021790192,20.0,True,0.04162775561026686,1.526247276226052,10.219717859467416,PG41611,travel,Gatherings From Spain,"Ford, Richard",{'Spain -- Description and travel'},spgc_texts/PG41611.txt
PG22090,34401,51882,0.013342635388506148,0.2782467907944952,0.36357503565783894,0.4261979106433831,0.348271076673991,2.9921607891687363,3.027233377557623,0.13604255690241562,4.81381355193163,20.0,True,0.08179994767593965,1.6319293043806866,11.466765791692104,PG22090,philosophy,The Task of Social Hygiene,"Ellis, Havelock","{'Women -- Social and moral questions', 'Eugenics', 'Sexual ethics'}",spgc_texts/PG22090.txt
PG41150,35134,47241,0.03646040872089713,0.2586736097881078,0.34012827840223536,0.3949323680701086,0.3361486844054952,3.092766241983109,3.1240715012942237,0.17720726361928615,4.692491603574885,20.0,True,0.038452780782148345,1.5345249615756817,10.317394546593047,PG41150,travel,Italy; with sketches of Spain and Portugal,"Beckford, William","{'Italy -- Description and travel', 'Portugal -- Description and travel', 'Spain -- Description and travel'}",spgc_texts/PG41150.txt
PG42451,37547,46848,0.006525155138892588,0.22088456284153005,0.29296875,0.34069757513661203,0.2953381147540984,3.2079837748290467,3.2351927657505324,0.13513729459077956,4.326683889525128,20.0,True,0.030628279223373373,1.3807494606759527,8.502843635976244,PG42451,biography,"Heroines of Service: Mary Lyon, Alice Freeman Palmer, Clara Barton, Frances Willard, Julia Ward Howe, Anna Shaw, Mary Antin, Alice C. Fletcher, Mary Slessor of Calabar, Madame Curie, Jane Addams","Parkman, Mary Rosetta",{'Women -- United States -- Biography'},spgc_texts/PG42451.txt
PG5965,37085,47824,0.01679924497775381,0.2194713951154232,0.2883489461358314,0.3378429240548678,0.2879307460689194,3.212357144079836,3.2415080051317955,0.12468653094242955,4.393043009302953,20.0,True,0.02615612781448025,1.418956451395443,8.953686126466227,PG5965,science,The Devolutionist and the Emancipatrix,"Flint, Homer Eon","{'Life on other planets -- Fiction', 'Science fiction'}",spgc_texts/PG5965.txt
